-5.95,-14.648
-5.9,-14.167
-5.85,-13.686
-5.8,-13.223
-5.75,-12.774
-5.7,-12.351
-5.65,-11.924
-5.6,-11.514
-5.55,-11.127
-5.5,-10.751
-5.45,-10.384
-5.4,-10.036
-5.35,-9.699
-5.3,-9.383
-5.25,-9.0784
-5.2,-8.7794
-5.15,-8.4884
-5.1,-8.2089
-5.05,-7.9421
-5,-7.6882
-4.95,-7.4374
-4.9,-7.1944
-4.85,-6.9345
-4.8,-6.707
-4.75,-6.4876
-4.7,-6.2791
-4.65,-6.0709
-4.6,-5.8797
-4.55,-5.6888
-4.5,-5.5039
-4.45,-5.324
-4.4,-5.1492
-4.35,-4.9779
-4.3,-4.8128
-4.25,-4.6549
-4.2,-4.4998
-4.15,-4.3454
-4.1,-4.1988
-4.05,-4.0553
-4,-3.9183
-3.95,-3.7867
-3.9,-3.6552
-3.85,-3.5314
-3.8,-3.4078
-3.75,-3.2881
-3.7,-3.1745
-3.65,-3.0617
-3.6,-2.9564
-3.55,-2.8523
-3.5,-2.7492
-3.45,-2.6492
-3.4,-2.554
-3.35,-2.4607
-3.3,-2.3712
-3.25,-2.2877
-3.2,-2.2092
-3.15,-2.1235
-3.1,-2.0448
-3.05,-1.9721
-3,-1.8996
-2.95,-1.8295
-2.9,-1.7618
-2.85,-1.6953
-2.8,-1.6299
-2.75,-1.5714
-2.7,-1.5133
-2.65,-1.4625
-2.6,-1.4083
-2.55,-1.359
-2.5,-1.3116
-2.45,-1.2683
-2.4,-1.2241
-2.35,-1.1785
-2.3,-1.1427
-2.25,-1.105
-2.2,-1.0739
-2.15,-1.0427
-2.1,-1.011
-2.05,-0.98564
-2,-0.95872
-1.95,-0.93477
-1.9,-0.91556
-1.85,-0.89922
-1.8,-0.88354
-1.75,-0.86687
-1.7,-0.8511
-1.65,-0.84166
-1.6,-0.83819
-1.55,-0.83225
-1.5,-0.83024
-1.45,-0.82838
-1.4,-0.82798
-1.35,-0.83168
-1.3,-0.83541
-1.25,-0.84009
-1.2,-0.85387
-1.15,-0.85969
-1.1,-0.88062
-1.05,-0.89313
-1,-0.90812
-0.95,-0.93166
-0.9,-0.9534
-0.85,-0.98058
-0.8,-1.011
-0.75,-1.029
-0.7,-1.0659
-0.65,-1.095
-0.6,-1.1296
-0.55,-1.1715
-0.5,-1.2116
-0.45,-1.257
-0.4,-1.3072
-0.35,-1.3501
-0.3,-1.3982
-0.25,-1.4551
-0.2,-1.5114
-0.15,-1.5645
-0.1,-1.6256
-0.05,-1.681
0,-1.7463
0,-1.7157
0.05,-1.7801
0.1,-1.8507
0.15,-1.9248
0.2,-1.9974
0.25,-2.0758
0.3,-2.1523
0.35,-2.2358
0.4,-2.3187
0.45,-2.4078
0.5,-2.5001
0.55,-2.5961
0.6,-2.6937
0.65,-2.7914
0.7,-2.8979
0.75,-3.0028
0.8,-3.1126
0.85,-3.2287
0.9,-3.3457
0.95,-3.4727
1,-3.5951
1.05,-3.7317
1.1,-3.8569
1.15,-3.9963
1.2,-4.1356
1.25,-4.2838
1.3,-4.4288
1.35,-4.5895
1.4,-4.7542
1.45,-4.9123
1.5,-5.0793
1.55,-5.2584
1.6,-5.4367
1.65,-5.6268
1.7,-5.8178
1.75,-6.0225
1.8,-6.2443
1.85,-6.4653
1.9,-6.682
1.95,-6.9195
2,-7.1598
2.05,-7.4052
2.1,-7.6587
2.15,-7.9223
2.2,-8.2094
2.25,-8.5022
2.3,-8.8086
2.35,-9.1206
2.4,-9.4452
2.45,-9.8346
2.5,-10.213
2.55,-10.6
2.6,-10.991
2.65,-11.42
2.7,-11.841
2.75,-12.313
2.8,-12.816
2.85,-13.346
2.9,-13.908
2.95,-14.517
3,-15.172
3.05,-15.88
3.1,-16.627
3.15,-17.451
3.2,-18.311
3.25,-19.329
3.3,-20.416
3.35,-21.714
3.4,-23.189
3.45,-24.736
3.5,-26.951
3.55,-28.561
3.6,-28.721
3.65,-27.189
3.7,-25.346
3.75,-23.776
3.8,-22.31
3.85,-20.963
3.9,-19.754
3.95,-18.68
4,-17.743
4.05,-16.851
4.1,-16.076
4.15,-15.331
4.2,-14.657
4.25,-14.025
4.3,-13.44
4.35,-12.919
4.4,-12.419
4.45,-11.924
4.5,-11.461
4.55,-11.028
4.6,-10.615
4.65,-10.239
4.7,-9.8708
4.75,-9.5317
4.8,-9.1992
4.85,-8.8598
4.9,-8.5378
4.95,-8.238
5,-7.9584
5.05,-7.6659
5.1,-7.4188
5.15,-7.174
5.2,-6.9032
5.25,-6.6691
5.3,-6.4427
5.35,-6.2224
5.4,-6.0095
5.45,-5.8082
5.5,-5.592
5.55,-5.3922
5.6,-5.2064
5.65,-5.0233
5.7,-4.8479
5.75,-4.6839
5.8,-4.5171
5.85,-4.3732
5.9,-4.2218
5.95,-4.0814
6,-3.935
6.05,-3.7882
6.1,-3.6496
6.15,-3.5277
6.2,-3.409
6.25,-3.2787
6.3,-3.1707
6.35,-3.0469
6.4,-2.9372
6.45,-2.8288
6.5,-2.7215
6.55,-2.6033
6.6,-2.5037
6.65,-2.4037
6.7,-2.3121
6.75,-2.2241
6.8,-2.1408
6.85,-2.0566
6.9,-1.9737
6.95,-1.898
7,-1.8185
7.05,-1.7505
7.1,-1.6822
7.15,-1.6222
7.2,-1.5563
7.25,-1.4939
7.3,-1.4328
7.35,-1.3833
7.4,-1.3279
7.45,-1.2795
7.5,-1.2321
7.55,-1.187
7.6,-1.1439
7.65,-1.0977
7.7,-1.0629
7.75,-1.0261
7.8,-0.99245
7.85,-0.96101
7.9,-0.9369
7.95,-0.90741
8,-0.87914
